name,Region,year,y_diff,pop_n,pop_u,wat_bas_n,wat_bas_n(rounded),wat_lim_n,wat_unimp_n,wat_sur_n,wat_bas_r,wat_bas_r(rounded),wat_lim_r,wat_unimp_r,wat_sur_r,wat_bas_u,wat_bas_u(rounded),wat_lim_u,wat_unimp_u,wat_sur_u,ARC_N,ARC_N(full),ARC_N(filtered),ARC_R,ARC_R(full),ARC_R(filtered),ARC_U,ARC_U(full),ARC_U(filtered),ARC_DIFF
Poland,Europe & Central Asia,2015,,38034.07422,60.27799606,99.23206988,99,0,0.7679301246,0,98.53790323,99,0,1.462096774,0,99.68951613,100,0,0.310483871,0,0.146904334,,0.146904334,0.292419354,,0.292419354,0.050967742,Full access,0.050967742,0.241451612
Poland,Europe & Central Asia,2020,5,37846.60547,60.04300308,99.96659155,100,0,0.03340844529,0,100,100,0,0,0,99.94435484,100,0,0.05564516129,0,,,,,,,,,,
Portugal,Europe & Central Asia,2015,,10368.3457,63.51399994,99.90468984,100,0,0.095310157,0,99.73877609,100,0,0.2612239122,0,100,100,0,0,0,0.001460766,Full access,0.001460766,0,Full access,0,0,Full access,,0
Portugal,Europe & Central Asia,2020,5,10196.70703,66.30999756,99.91199367,100,0,0.08800633369,0,99.73877609,100,0,0.2612239122,0,100,100,0,0,0,,,,,,,,,,
Puerto Rico,Latin America & Caribbean,2015,,3381.511963,93.62400055,99.42544976,99,0,0.574550243,0,null,null,null,null,null,null,null,null,null,null,0.114910048,,0.114910048,Null,,,Null,,,
Puerto Rico,Latin America & Caribbean,2020,5,2860.840088,93.58100128,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Qatar,Europe & Central Asia,2015,,2565.708008,98.94499207,99.69150138,100,0,0.308498617,0,null,null,null,null,null,null,null,null,null,null,-0.024679888,Full access,-0.024679888,Null,,,Null,,,
Qatar,Europe & Central Asia,2020,5,2881.060059,99.23500061,99.56810194,100,0,0.4318980637,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Republic of Korea,East Asia & Pacific,2015,,50823.08594,81.63400269,99.47274641,99,0,0.5272535907,0,null,null,null,null,null,null,null,null,null,null,0.091730048,,0.091730048,Null,,,Null,,,
Republic of Korea,East Asia & Pacific,2020,5,51269.18359,81.41400146,99.93139665,100,0,0.06860335296,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Republic of Moldova,Europe & Central Asia,2015,,4070.705078,42.48999786,88.5760319,89,1.485629517,9.938338582,0,82.54249075,83,1.470222482,15.98728677,0,96.7423994,97,1.506482861,1.751117739,0,0.398786068,,0.398786068,0.587709474,,0.587709474,0.123009016,,0.123009016,0.464700458
Republic of Moldova,Europe & Central Asia,2020,5,4033.962891,42.84900284,90.56996224,91,1.519776762,7.910260997,0,85.48103812,85,1.52256302,12.99639886,0,97.35744448,97,1.516060408,1.126495111,0,,,,,,,,,,
Réunion,Sub-Saharan Africa,2015,,863.3590088,99.33900452,99.91153019,100,0,0.0884698141,0,null,null,null,null,null,null,null,null,null,null,0.017693962,Full access,0.017693962,Null,,,Null,,,
Réunion,Sub-Saharan Africa,2020,5,895.3079834,99.65900421,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Romania,Europe & Central Asia,2015,,19925.18164,53.88699722,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,0,Full access,,0,Full access,,0,Full access,,0
Romania,Europe & Central Asia,2020,5,19237.68164,54.19400024,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Russian Federation,Europe & Central Asia,2015,,144985.0625,74.04999542,96.52715543,97,0.6244865344,2.848358036,null,90.11010901,90,1.558364042,8.331526946,null,98.77593489,99,0.2972194631,0.726845642,0.2,0.093078528,,0.093078528,0.28679859,,0.28679859,0.011332944,,0.011332944,0.275465646
Russian Federation,Europe & Central Asia,2020,5,145934.4531,74.75400543,96.99254807,97,0.6219963766,2.38545555,null,91.54410196,92,1.583163513,6.872734531,null,98.83259961,99,0.2973899687,0.6700104236,0.2,,,,,,,,,,
Rwanda,Sub-Saharan Africa,2015,,11369.06641,17.00399971,57.12177402,57,22.15404615,13.45013172,7.27404811,52.35270956,52,24.60883866,14.98060354,8.057848241,80.39943738,80,10.17228262,5.979935166,3.448344828,0.658545426,,0.658545426,0.657951734,,0.657951734,0.523632384,,0.523632384,0.13431935
Rwanda,Sub-Saharan Africa,2020,5,12952.20898,17.43200111,60.41450115,60,22.3207193,13.15480415,4.109975401,55.64246823,56,25.08014133,14.77886772,4.498522714,83.0175993,83,9.250506251,5.462303057,2.269591394,,,,,,,,,,
Saint Barthelemy,Latin America & Caribbean,2015,,9.696,100,99.96491927,100,0,0.0350807263,0,null,null,null,null,null,99.96491927,100,0,0.0350807263,0,0.007016146,Full access,0.007016146,Null,,,0.007016146,Full access,0.007016146,
Saint Barthelemy,Latin America & Caribbean,2020,5,9.885,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,,,,,,,,,,
Saint Helena,Sub-Saharan Africa,2015,,5.868999958,39.5399971,98.95,99,0,1.05,0,null,null,null,null,null,null,null,null,null,null,0.03,,0.03,Null,,,Null,,,
Saint Helena,Sub-Saharan Africa,2020,5,6.071000099,40.08200073,99.1,99,0,0.9,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Saint Kitts and Nevis,Latin America & Caribbean,2015,,51.20399857,30.82700157,98.61185413,99,0,1.388145868,0,null,null,null,null,null,null,null,null,null,null,0,,0,Null,,,Null,,,
Saint Kitts and Nevis,Latin America & Caribbean,2017,2,52.0359993,30.7729969,98.61185413,99,0,1.388145868,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Saint Lucia,Latin America & Caribbean,2015,,179.1309967,18.51499939,95.56809428,96,1.790210415,2.641695303,0,95.31226124,95,1.707252381,2.980486378,0,96.69403318,97,2.155311103,1.150655713,0,0.263950058,,0.263950058,0.300352518,,0.300352518,0.102357802,,0.102357802,0.197994716
Saint Lucia,Latin America & Caribbean,2020,5,183.6289978,18.8409996,96.88784457,97,1.815652166,1.296503269,0,96.81402383,97,1.734152255,1.451823918,0,97.20582219,97,2.166718886,0.6274589237,0,,,,,,,,,,
Saint Martin (French part),Latin America & Caribbean,2015,,35.865,100,99.9997742,100,0,0.0002258038882,0,null,null,null,null,null,99.9997742,100,0,0.0002258038882,0,-0.000100562,Full access,-0.000100562,Null,,,-0.000100562,Full access,-0.000100562,
Saint Martin (French part),Latin America & Caribbean,2020,5,38.659,100,99.99927139,100,0,0.0007286105507,0,null,null,null,null,null,99.99927139,100,0,0.0007286105507,0,,,,,,,,,,
Saint Pierre and Miquelon,North America,2015,,5.992000103,89.88899994,91.4,91,0,8.6,0,null,null,null,null,null,null,null,null,null,null,0,,0,Null,,,Null,,,
Saint Pierre and Miquelon,North America,2020,5,5.795000076,89.96199799,91.4,91,0,8.6,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Saint Vincent and the Grenadines,Latin America & Caribbean,2015,,109.1350021,50.96399689,95.1452199,95,0,4.070093703,0.784686397,null,null,null,null,null,null,null,null,null,null,0,,0,Null,,,Null,,,
Saint Vincent and the Grenadines,Latin America & Caribbean,2018,3,110.2099991,52.19799805,95.1452199,95,0,4.8547801,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Samoa,East Asia & Pacific,2015,,193.5099945,18.91400146,91.32139736,91,6.499281296,1.929815904,0.2495054413,91.38641565,91,6.194005024,2.148529534,0.2710497959,91.04264868,91,7.808027061,0.9921814015,0.1571428571,0.103265438,,0.103265438,0.078781444,,0.078781444,0.211708264,,0.211708264,-0.13292682
Samoa,East Asia & Pacific,2020,5,198.4100037,17.88899994,91.83772455,92,6.520899952,1.418623428,0.2227520679,91.78032287,92,6.220703339,1.72769216,0.2712816327,92.10119,92,7.89881,0,0,,,,,,,,,,
San Marino,Europe & Central Asia,2015,,33.27000046,96.73899841,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,0,Full access,,Null,,,Null,,,
San Marino,Europe & Central Asia,2020,5,33.93799973,97.49900055,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Sao Tome and Principe,Sub-Saharan Africa,2015,,199.4389954,70.1740036,77.12422979,77,18.34430682,1.859577121,2.671886269,71.28271664,71,17.07304495,4.118479256,7.525759155,79.607041,80,18.88462966,0.8994805634,0.6088487774,0.220445074,,0.220445074,0.60357957,,0.60357957,-0.00529962,,-0.00529962,0.60887919
Sao Tome and Principe,Sub-Saharan Africa,2020,5,219.1609955,74.35400391,78.22645516,78,20.23798298,0.4435199284,1.09204193,74.30061449,74,19.71184258,1.729405704,4.258137228,79.5805429,80,20.4194571,0,0,,,,,,,,,,
Saudi Arabia,Europe & Central Asia,2015,,31717.67578,83.18000031,99.54802638,100,0,0.4519736166,0,null,null,null,null,null,null,null,null,null,null,0.090394724,Full access,0.090394724,Null,,,Null,,,
Saudi Arabia,Europe & Central Asia,2020,5,34813.86719,84.28700256,100,100,0,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Senegal,Sub-Saharan Africa,2015,,14578.4502,45.86200333,78.60209362,79,3.392145635,17.59491318,0.4108475646,65.94120156,66,5.253411854,28.07919255,0.7261940369,93.54769776,94,1.195005973,5.218700794,0.03859547379,1.260628834,,1.260628834,1.860345328,,1.860345328,0.354800636,,0.354800636,1.505544692
Senegal,Sub-Saharan Africa,2020,5,16743.92969,48.12200165,84.90523779,85,2.387217509,12.60781566,0.09972904042,75.2429282,75,4.052382433,20.51245174,0.1922376314,95.32170094,95,0.5920836567,4.086215402,0,,,,,,,,,,
Serbia,Europe & Central Asia,2015,,8876.777344,55.69599915,93.3864573,93,6.112096052,0.4835436344,0.01790301579,94.72352905,95,4.600438201,0.6356232686,0.040409478,92.32286869,92,7.314561109,0.3625701971,0,0.381814404,,0.381814404,0.22428914,,0.22428914,0.50974024,,0.50974024,-0.2854511
Serbia,Europe & Central Asia,2020,5,8737.370117,56.44599915,95.29552932,95,4.244199279,0.4437204778,0.01655092647,95.84497475,96,3.545864028,0.5711602866,0.03800093141,94.87156989,95,4.783037865,0.3453922445,0,,,,,,,,,,
Seychelles,East Asia & Pacific,2015,,94.98100281,55.40000153,96.2508915,96,0,0,3.749108502,null,null,null,null,null,null,null,null,null,null,0.1502138475,,0.1502138475,Null,,,Null,,,
Seychelles,East Asia & Pacific,2019,4,97.74099731,57.1190033,96.85174689,97,0,3.148253109,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Sierra Leone,Sub-Saharan Africa,2015,,7171.90918,40.82899857,57.84746516,58,8.196957957,15.91095456,18.04462232,45.52971384,46,4.840494472,21.71696143,27.91283027,75.69883758,76,13.06127759,7.496659761,3.743225068,1.183764092,,1.183764092,1.444597766,,1.444597766,0.542560016,,0.542560016,0.90203775
Sierra Leone,Sub-Saharan Africa,2020,5,7976.984863,42.92300034,63.76628562,64,9.023316357,15.5639457,11.64645233,52.75270267,53,5.221136889,23.14294909,18.88321135,78.41163766,78,14.07927743,5.485735437,2.023349475,,,,,,,,,,
Singapore,East Asia & Pacific,2015,,5592.143066,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,0,Full access,,Null,,,0,Full access,,
Singapore,East Asia & Pacific,2020,5,5850.342773,100,100,100,0,0,0,null,null,null,null,null,100,100,0,0,0,,,,,,,,,,
Sint Maarten (Dutch part),Latin America & Caribbean,2015,,39.96699905,100,95.31117933,95,0,4.68882067,0,null,null,null,null,null,95.31117933,95,0,4.68882067,0,0,,0,Null,,,0,,0,
Sint Maarten (Dutch part),Latin America & Caribbean,2017,2,41.44400024,100,95.31117933,95,0,4.68882067,0,null,null,null,null,null,95.31117933,95,0,4.68882067,0,,,,,,,,,,
Slovakia,Europe & Central Asia,2015,,5435.61377,53.88899994,99.78718913,100,0.2128108674,0,0,100,100,0,0,0,99.60509406,100,0.3949059374,0,0,0.00010189,Full access,0.00010189,0,Full access,,0,Full access,0,0
Slovakia,Europe & Central Asia,2020,5,5459.643066,53.75999832,99.78769858,100,0.2123014241,0,0,100,100,0,0,0,99.60509406,100,0.3949059374,0,0,,,,,,,,,,
Slovenia,Europe & Central Asia,2015,,2071.198975,53.78100586,99.5,100,0,0.5,0,null,null,null,null,null,null,null,null,null,null,0,Full access,0,Null,,,Null,,,
Slovenia,Europe & Central Asia,2020,5,2078.931885,55.11800385,99.5,100,0,0.5,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Solomon Islands,East Asia & Pacific,2015,,603.1329956,22.3599987,69.32991889,69,5.705267634,18.98898125,5.975832221,63.01213819,63,6.338468203,23.28459564,7.364797966,91.26697205,91,3.506623017,4.073439607,1.152965328,-0.40577867,,-0.40577867,-0.72137414,,-0.72137414,0.028760968,,0.028760968,-0.750135108
Solomon Islands,East Asia & Pacific,2020,5,686.8779907,24.67000008,67.30102554,67,5.79547831,21.26784313,5.635653025,59.40526749,59,6.528523649,26.955911,7.110297857,91.41077689,91,3.557120425,3.899286137,1.132816553,,,,,,,,,,
Somalia,Sub-Saharan Africa,2015,,13797.2041,43.24500275,48.71115368,49,23.40618776,20.15410676,7.728551789,29.2281926,29,28.88714853,28.97578886,12.90887001,74.28070864,74,16.21294199,8.576478283,0.9298710922,1.553163942,,1.553163942,1.569534044,,1.569534044,0.96851942,,0.96851942,0.601014624
Somalia,Sub-Saharan Africa,2020,5,15893.21875,46.14099884,56.47697339,56,27.70419956,13.41704303,2.401784021,37.07586282,37,36.64324958,21.82149546,4.459392143,79.12330574,79,17.26991556,3.606778703,0,,,,,,,,,,
South Africa,Sub-Saharan Africa,2015,,55386.36719,64.82800293,91.87634387,92,2.803155965,2.078820804,3.241679359,79.03373853,79,6.61766745,5.131945818,9.216648202,98.84401345,99,0.7336182863,0.4223682597,0,0.401742714,,0.401742714,0.85914853,,0.85914853,0.031450278,,0.031450278,0.827698252
South Africa,Sub-Saharan Africa,2020,5,59308.69141,67.35400391,93.88505744,94,2.772736186,1.410816657,1.931389712,83.32948118,83,6.977359359,3.776999287,5.916160173,99.00126484,99,0.734785403,0.2639497547,0,,,,,,,,,,
South Sudan,Sub-Saharan Africa,2015,,10715.65723,18.85199928,41.24750946,41,30.69573713,13.55439295,14.50236045,36.72677973,37,32.66279967,14.31006538,16.30035522,60.70687736,61,22.22855395,10.30163914,6.762929552,-0.059316458,,-0.059316458,-0.626630184,,-0.626630184,1.862165418,,1.862165418,-2.488795602
South Sudan,Sub-Saharan Africa,2020,5,11193.72852,20.1989994,40.95092717,41,37.42696287,13.53755519,8.084554762,33.59362881,34,42.16438068,14.11109616,10.13089435,70.01770445,70,18.71066092,11.27163464,0,,,,,,,,,,
Spain,Europe & Central Asia,2015,,46671.91797,79.60199738,99.92672046,100,0,0.07327954441,0,100,100,0,0,0,99.90794521,100,0,0.09205479452,0,-0.00022157,Full access,-0.00022157,0,Full access,,0,Full access,0,0
Spain,Europe & Central Asia,2020,5,46754.78125,80.80999756,99.92561261,100,0,0.07438739142,0,100,100,0,0,0,99.90794521,100,0,0.09205479452,0,,,,,,,,,,
Sri Lanka,South Asia,2015,,20908.02344,18.25600052,90.11102857,90,0.9128012935,6.761522893,2.214647247,88.25710614,88,1.016290258,8.017356135,2.709247463,98.41224652,98,0.4494138094,1.138339672,0,0.42331016,,0.42331016,0.456065912,,0.456065912,0.231426734,,0.231426734,0.224639178
Sri Lanka,South Asia,2020,5,21413.25,18.71299934,92.22757937,92,0.5954581495,5.348927064,1.82803542,90.5374357,91,0.7032099038,6.510488612,2.248865782,99.56938019,100,0.1273977901,0.3032220202,0,,,,,,,,,,
Sudan,Middle East & North Africa,2015,,38902.94922,33.89400101,58.95025332,59,26.11181598,5.635847128,9.302083569,51.70743773,52,26.68778964,8.122567512,13.48220513,73.07645757,73,24.98845154,0.7858106217,1.14928027,0.299684456,,0.299684456,0.298317868,,0.298317868,0.137440398,,0.137440398,0.16087747
Sudan,Middle East & North Africa,2020,5,43849.26953,35.25299835,60.4486756,60,26.67001975,3.650217875,9.231086774,53.19902707,53,27.45764451,5.637660008,13.70566842,73.76365956,74,25.22343986,0,1.012900581,,,,,,,,,,
Suriname,Latin America & Caribbean,2015,,559.1359863,66.05599976,95.74769217,96,0.8828013983,1.013834976,2.35567146,90.57961632,91,1.285032142,1.200506574,6.934844965,98.4033997,98,0.6761083333,0.9179065142,0.002585454545,0.4483879,,0.4483879,1.198959262,,1.198959262,0.062090834,,0.062090834,1.136868428
Suriname,Latin America & Caribbean,2020,5,586.6339722,66.14900208,97.98963167,98,1.067246941,0.3793365073,0.563784884,96.57441263,97,1.60029586,0.1598017947,1.66548972,98.71385387,99,0.7944652371,0.4916808925,0,,,,,,,,,,
Sweden,Europe & Central Asia,2015,,9764.949219,86.5530014,99.78123103,100,0,0.2187689729,0,99.54998653,100,0,0.4500134657,0,99.81716039,100,0,0.1828396148,0,0.00912732,Full access,0.00912732,0.033877642,Full access,0.033877642,0.004879458,Full access,0.004879458,0.028998184
Sweden,Europe & Central Asia,2020,5,10099.26953,87.97699738,99.82686763,100,0,0.1731323735,0,99.71937474,100,0,0.2806252626,0,99.84155768,100,0,0.1584423157,0,,,,,,,,,,
Switzerland,Europe & Central Asia,2015,,8296.775391,73.71800232,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,0.0000005600000009,Full access,,0,Full access,,0,Full access,,0
Switzerland,Europe & Central Asia,2020,5,8654.618164,73.91500092,100.0000028,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Syrian Arab Republic,Middle East & North Africa,2015,,17997.41016,52.16799927,93.50961148,94,5.968083628,0.5223048883,0,91.3857051,91,7.857323656,0.7569712439,0,95.45698719,95,4.235869737,0.3071430695,0,0.08324914,,0.08324914,0.13940798,,0.13940798,-0.010364566,,-0.010364566,0.149772546
Syrian Arab Republic,Middle East & North Africa,2020,5,17500.65625,55.47500229,93.92585718,94,5.873730768,0.2004120542,0,92.082745,92,7.917255,0,0,95.40516436,95,4.233570117,0.361265525,0,,,,,,,,,,
Tajikistan,Europe & Central Asia,2015,,8454.018555,26.74200058,76.23949551,76,3.050011091,3.944733748,16.76575965,69.55218206,70,3.681021887,4.857485512,21.90931054,94.55895539,95,1.321396987,1.444318955,2.675328663,1.122583902,,1.122583902,1.418283428,,1.418283428,0.204333694,,0.204333694,1.213949734
Tajikistan,Europe & Central Asia,2020,5,9537.641602,27.50599861,81.85241502,82,2.568363935,3.421857005,12.15736404,76.6435992,77,3.207143928,4.140706948,16.00854992,95.58062386,96,0.8848144763,1.527268323,2.007293339,,,,,,,,,,
Thailand,East Asia & Pacific,2015,,68714.51563,47.69400406,99.25917058,99,0.2176525852,0.1822513237,0.3409255143,98.87951671,99,0.2456716052,0.2230211905,0.65179049,99.67553684,100,0.1869241354,0.1375390245,0,0.148165884,,0.148165884,0.224096658,,0.224096658,0.064892632,Full access,,0.159204026
Thailand,East Asia & Pacific,2020,5,69799.97656,51.43000031,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Timor-Leste,East Asia & Pacific,2015,,1196.293945,29.48999977,75.25010371,75,3.486316247,16.46074672,4.802833323,68.95938975,69,4.20850771,20.19524109,6.63686145,90.29108123,90,1.759571234,7.5316383,0.4177092401,2.049099498,,2.049099498,2.305681174,,2.305681174,1.237175338,,,1.068505836
Timor-Leste,East Asia & Pacific,2020,5,1318.442017,31.31999969,85.4956012,85,1.88586597,8.360029397,4.258503433,80.48779562,80,2.049364675,11.26233968,6.200500018,96.47695792,96,1.527338152,1.995703929,0,,,,,,,,,,
Togo,Sub-Saharan Africa,2015,,7323.162109,40.09999847,63.63712635,64,5.665767965,17.17891539,13.51819029,47.24218328,47,7.334652284,23.47003618,21.95312825,88.1273297,88,3.172845838,7.781455041,0.9183694177,0.989318748,,0.989318748,0.975073894,,0.975073894,0.492516062,,0.064892632,0.482557832
Togo,Sub-Saharan Africa,2020,5,8278.737305,42.79999924,68.58372009,69,6.065434765,14.16432245,11.18652269,52.11755275,52,8.187542019,20.7910842,18.90382103,90.58991001,91,3.229348056,5.307990528,0.8727514049,,,,,,,,,,
Tokelau,East Asia & Pacific,2015,,1.246999979,0,99.457396,99,0,0.542604,0,99.457396,99,0,0.542604,0,null,null,null,null,null,0.05005613,,0.05005613,0.05005613,,0.05005613,Null,,1.237175338,
Tokelau,East Asia & Pacific,2020,5,1.350000024,0,99.70767665,100,0,0.2923233459,0,99.70767665,100,0,0.2923233459,0,null,null,null,null,null,,,,,,,,,,
Tonga,East Asia & Pacific,2015,,100.7799988,23.27499962,98.54970535,99,0.8789821223,0.5713125286,0,98.39304823,98,1.102319124,0.5046326475,0,99.06611056,99,0.142761567,0.7911278728,0,0.036275096,,0.036275096,0.015006062,,0.015006062,0.108109526,,0.492516062,-0.093103464
Tonga,East Asia & Pacific,2020,5,105.6969986,23.09899902,98.73108083,99,0.8814972962,0.3874218777,0,98.46807854,98,1.103159706,0.4287617551,0,99.60665819,100,0.143540536,0.2498012758,0,,,,,,,,,,
Trinidad and Tobago,Latin America & Caribbean,2015,,1370.332031,53.31900024,98.13617765,98,1.116422256,0.5692819234,0.1781181726,null,null,null,null,null,null,null,null,null,null,0.147798624,,0.147798624,Null,,,Null,,,
Trinidad and Tobago,Latin America & Caribbean,2020,5,1399.490967,53.2140007,98.87517077,99,1.124829231,0,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Tunisia,Sub-Saharan Africa,2015,,11179.95117,68.05599976,94.8454551,95,2.900100393,2.179103077,0.07534142511,85.59067297,86,7.6364837,6.53698864,0.2358546907,99.18944794,99,0.6769453984,0.1336066664,0,0.539570778,,0.539570778,1.669111792,,1.669111792,-0.013650062,,-0.013650062,1.682761854
Tunisia,Sub-Saharan Africa,2020,5,11818.61816,69.56800079,97.54330899,98,1.63135067,0.8253403378,0,93.93623193,94,3.351687357,2.71208071,0,99.12119763,99,0.8788023684,0,0,,,,,,,,,,
Turkey,Europe & Central Asia,2015,,78529.41406,73.61100006,96.25615912,96,2.026747602,1.518870713,0.1982225671,94.20388299,94,2.633656944,2.740460064,0.422,96.99188504,97,1.809175058,1.080939898,0.118,0.151622008,,0.151622008,0.364257356,,0.364257356,0.066586558,,0.066586558,0.297670798
Turkey,Europe & Central Asia,2020,5,84339.07031,76.10500336,97.01426916,97,2.023078075,0.7376749545,0.2249778093,96.02516977,96,2.684574639,0.7882555911,0.502,97.32481783,97,1.815385203,0.7217969634,0.138,,,,,,,,,,
Turkmenistan,Europe & Central Asia,2015,,5565.283203,50.31700134,97.65894431,98,0.9479150547,0.247750032,1.145390606,96.21978316,96,1.000954429,0.473864865,2.305397551,99.07997172,99,0.895543988,0.0244842949,0,0.468211138,,0.468211138,0.756043368,,0.756043368,0.184005656,,0.184005656,0.572037712
Turkmenistan,Europe & Central Asia,2020,5,6031.187012,52.51600266,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Turks and Caicos Islands,Latin America & Caribbean,2015,,35.97900009,92.19499207,94.31818182,94,0,5.681818182,0,null,null,null,null,null,null,null,null,null,null,0,,0,Null,,,Null,,,
Turks and Caicos Islands,Latin America & Caribbean,2018,3,37.66699982,93.09799957,94.31818182,94,0,5.681818182,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Tuvalu,East Asia & Pacific,2015,,11.09899998,59.72999954,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,0,Full access,,0,Full access,,0,Full access,,0
Tuvalu,East Asia & Pacific,2020,5,11.79199982,64.01399994,100,100,0,0,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
Uganda,Sub-Saharan Africa,2015,,38225.44531,22.05999947,47.84155836,48,30.09540377,15.10676845,6.95626942,39.71700313,40,34.1765633,17.51911722,8.587316348,76.54635609,77,15.67629339,6.58371928,1.193631242,1.60269817,,1.60269817,1.70283729,,1.70283729,0.447299142,,0.447299142,1.255538148
Uganda,Sub-Saharan Africa,2020,5,45741,24.95400047,55.85504921,56,27.28286,12.16590654,4.696184252,48.23118958,48,31.78469426,14.07616061,5.907955546,78.7828518,79,13.74416783,6.421044133,1.051936238,,,,,,,,,,
Ukraine,Europe & Central Asia,2015,,44921.63672,69.06100464,93.65690669,94,5.630873723,0.4364563488,0.2757632395,98.84311161,99,0,0.944405312,0.2124830817,91.33350853,91,8.153478277,0.2089007556,0.3041124414,0.054275052,,0.054275052,0.231377678,,0.231377678,-0.011247684,,-0.011247684,0.242625362
Ukraine,Europe & Central Asia,2020,5,43733.75781,69.60800171,93.92828195,94,5.671978717,0.07590450129,0.323834836,100,100,0,0,0,91.27727011,91,8.14845779,0.1090456533,0.4652264446,,,,,,,,,,
United Arab Emirates,Europe & Central Asia,2015,,9262.896484,85.6740036,99.97133247,100,0,0.02866753431,0,null,null,null,null,null,null,null,null,null,null,-0.001147294,Full access,-0.001147294,Null,,,Null,,,
United Arab Emirates,Europe & Central Asia,2020,5,9890.400391,87.04799652,99.965596,100,0,0.034404,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
United Kingdom,Europe & Central Asia,2015,,65860.14844,82.62599945,100.0000015,100,0,0,0,100,100,0,0,0,100,100,0,0,0,-0.0000005880000003,Full access,,0,Full access,,0,Full access,,0
United Kingdom,Europe & Central Asia,2020,5,67886.00781,83.90299988,99.99999856,100,0,0.00000143853282,0,100,100,0,0,0,100,100,0,0,0,,,,,,,,,,
United Republic of Tanzania,Sub-Saharan Africa,2015,,51482.63672,31.61700058,52.96379459,53,11.30893693,21.38524788,14.3420206,38.86342456,39,13.19289824,28.1932841,19.75039311,83.4608554,83,7.234201128,6.6604503,2.644493171,1.5506006,,1.5506006,1.316708156,,1.316708156,1.0666139,,1.0666139,0.250094256
United Republic of Tanzania,Sub-Saharan Africa,2020,5,59734.21484,35.22700119,60.71679759,61,11.29007067,14.51775136,13.47538038,45.44696534,45,13.98368881,21.21996133,19.34938452,88.7939249,89,6.337231166,2.194178786,2.674665152,,,,,,,,,,
United States of America,North America,2015,,320878.3125,81.67100525,99.44715776,99,0,0.5528422372,0,97.78011851,98,0,2.219881485,0,99.82127981,100,0,0.1787201944,0,0.087273784,,0.087273784,0.378133766,,0.378133766,0.021372932,Full access,0.021372932,0.356760834
United States of America,North America,2020,5,331002.6563,82.66400146,99.88352668,100,0,0.1164733182,0,99.67078734,100,0,0.3292126628,0,99.92814447,100,0,0.0718555296,0,,,,,,,,,,
United States Virgin Islands,Latin America & Caribbean,2015,,104.9499969,95.34999847,98.71827281,99,0,1.281727186,0,null,null,null,null,null,null,null,null,null,null,-0.000001086,,-0.000001086,Null,,,Null,,,
United States Virgin Islands,Latin America & Caribbean,2020,5,104.4229965,95.93900299,98.71826738,99,0,1.281732624,0,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,
Uruguay,Latin America & Caribbean,2015,,3412.012939,95.04499817,99.13139756,99,0.5381047353,0.307497473,0.02300023019,91.49584384,91,4.511550681,3.528423211,0.464182271,99.52946198,100,0.3309562908,0.139581727,0,0.072872,,0.072872,0.760997232,,0.760997232,0.032654492,Full access,0.032654492,0.72834274
Uruguay,Latin America & Caribbean,2020,5,3473.727051,95.51499939,99.49575756,99,0.5042424412,0,0,95.30083,95,4.69917,0,0,99.69273444,100,0.3072655617,0,0,,,,,,,,,,
Uzbekistan,Europe & Central Asia,2015,,30929.55664,50.75,97.52857826,98,0,0,2.471421736,95.64239155,96,0,0,4.357608451,99.35901562,99,0,0,0.6409843843,0.060041318,,0.060041318,0.086038162,,0.086038162,0.039397988,,0.039397988,0.046640174
